Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
MNI_MNI.img	MFO_L	6054	42.6620	217.2096	130.4400	38.7154	
MNI_MNI.img	MFO_R	5738	28.0307	216.1857	122.8938	36.9689	
MNI_MNI.img	R_L	7570	45.6342	209.8750	119.6216	38.6920	
MNI_MNI.img	R_R	8419	51.4278	213.2674	128.7471	39.8029	
MNI_MNI.img	PoC_L	19585	49.4956	217.5064	150.2853	37.8143	
MNI_MNI.img	PoC_R	18222	43.1025	219.8675	151.6371	37.4914	
MNI_MNI.img	PrC_L	24784	44.7160	214.6700	152.6450	38.0563	
MNI_MNI.img	PrC_R	27093	45.9026	218.7633	155.1951	38.1510	
MNI_MNI.img	SP_L	13966	52.2269	213.2795	161.2480	38.4930	
MNI_MNI.img	SP_R	11840	52.5773	224.7876	167.1549	38.3787	
MNI_MNI.img	SM_L	10686	50.8450	214.2637	139.8189	39.0852	
MNI_MNI.img	SM_R	9632	51.6353	215.6084	142.0517	39.4251	
MNI_MNI.img	A_L	10114	50.7495	205.6158	140.6843	39.0186	
MNI_MNI.img	A_R	13833	39.0642	214.5711	139.3021	39.5001	
MNI_MNI.img	PrCu_L	10082	38.9075	213.1035	132.5415	37.1412	
MNI_MNI.img	PrCu_R	10698	39.2740	220.7377	130.8663	37.3617	
MNI_MNI.img	ST_L	18719	42.2385	218.7077	141.8629	40.6690	
MNI_MNI.img	ST_R	20387	40.6243	220.2502	144.0254	40.4358	
MNI_MNI.img	ST_L_pole	4453	52.1022	193.0745	114.7626	30.9826	
MNI_MNI.img	ST_R_pole	4196	57.0976	202.1415	117.6467	31.7624	
MNI_MNI.img	MT_L	19716	36.1036	215.4368	141.7833	45.6880	
MNI_MNI.img	MT_R	21441	29.0255	220.8157	144.3613	45.9856	
MNI_MNI.img	MT_L_pole	1341	57.2767	212.8149	148.3950	40.1173	
MNI_MNI.img	MT_R_pole	1221	68.1831	215.3482	148.0695	40.5719	
MNI_MNI.img	IT_L	13041	27.7732	211.4664	127.0680	42.5799	
MNI_MNI.img	IT_R	15023	37.7271	217.3369	128.0919	40.9698	
MNI_MNI.img	PHG_L	1248	71.1090	175.4683	118.5459	21.2059	
MNI_MNI.img	PHG_R	1320	61.3077	189.7441	124.4203	22.7414	
MNI_MNI.img	ENT_L	511	75.0010	176.6515	120.6871	18.6758	
MNI_MNI.img	ENT_R	573	84.7355	177.3445	121.6428	20.8466	
MNI_MNI.img	Fu_L	20404	25.4088	212.3657	118.6925	37.5697	
MNI_MNI.img	Fu_R	20793	30.7806	210.2661	119.9911	35.4648	
MNI_MNI.img	SO_L	6536	51.8689	211.9182	162.2376	37.2518	
MNI_MNI.img	SO_R	6923	42.8035	210.1065	161.4309	37.7610	
MNI_MNI.img	MO_L	22892	36.2069	214.7395	144.0415	43.3814	
MNI_MNI.img	MO_R	22849	29.1058	216.1625	144.5388	43.1459	
MNI_MNI.img	IO_L	5928	38.5785	205.8069	132.5737	41.5089	
MNI_MNI.img	IO_R	8466	39.6221	213.7671	130.8828	41.7667	
MNI_MNI.img	Cu_L	9449	37.8845	214.2323	139.8069	38.4389	
MNI_MNI.img	Cu_R	8130	39.9043	215.2155	136.1277	36.7573	
MNI_MNI.img	LG_L	10245	25.4440	178.0023	108.8754	26.1343	
MNI_MNI.img	LG_R	10684	25.0758	178.8736	108.4138	24.6395	
MNI_MNI.img	rostral_ACC_L	3012	43.7435	188.1821	99.4676	24.8913	
MNI_MNI.img	rostral_ACC_R	3511	48.4583	172.8860	94.9436	22.6464	
MNI_MNI.img	subcallosal_ACC_L	534	60.4864	191.8571	109.1071	34.3355	
MNI_MNI.img	subcallosal_ACC_R	752	61.4892	188.4403	109.1833	32.1507	
MNI_MNI.img	subgenual_ACC_L	2037	66.1349	195.5991	118.9909	26.7499	
MNI_MNI.img	subgenual_ACC_R	1924	59.9446	192.8636	114.3383	25.4727	
MNI_MNI.img	dorsal_ACC_L	14546	32.2330	208.6687	114.0527	31.9815	
MNI_MNI.img	dorsal_ACC_R	13863	26.1059	200.9910	108.4958	29.8014	
MNI_MNI.img	PCC_L	11803	28.9531	211.8400	127.2037	40.3820	
MNI_MNI.img	PCC_R	13212	15.8757	210.8224	122.8588	39.6714	
MNI_MNI.img	Insula_L	9337	34.6463	167.9236	105.8853	21.1935	
MNI_MNI.img	Insula_R	8975	42.1549	169.9369	111.7374	22.4902	
MNI_MNI.img	Amyg_L	1861	78.1990	162.7276	112.2878	14.3994	
MNI_MNI.img	Amyg_R	1994	83.9087	161.6512	116.0023	15.2494	
MNI_MNI.img	Hippo_L	4682	46.7983	177.0250	106.0655	19.5213	
MNI_MNI.img	Hippo_R	4537	52.0928	169.3999	108.5544	18.6958	
MNI_MNI.img	Caud_L	4081	80.7870	187.7460	131.2301	19.6590	
MNI_MNI.img	Caud_R	4166	91.2746	187.4189	131.0611	19.1434	
MNI_MNI.img	Put_L	5608	89.7885	185.3388	149.5724	15.5119	
MNI_MNI.img	Put_R	5767	83.1329	193.3755	153.1442	15.5468	
MNI_MNI.img	GP_L	1459	160.5823	217.8881	190.4431	10.4124	
MNI_MNI.img	GP_R	1490	165.6673	224.3141	192.9927	10.3610	
MNI_MNI.img	Thalamus_L	6851	118.5325	205.6613	165.0119	15.5250	
MNI_MNI.img	Thalamus_R	6978	109.4575	205.8864	162.6002	17.4565	
MNI_MNI.img	HypoThalamus_L	638	94.3771	195.4235	142.9003	19.4905	
MNI_MNI.img	HypoThalamus_R	734	108.7364	208.1314	152.1154	20.3410	
MNI_MNI.img	BasalForebrain_L	2185	45.2301	225.5247	167.3872	29.4772	
MNI_MNI.img	BasalForebrain_R	1943	44.8881	217.7755	169.5649	30.0295	
MNI_MNI.img	NucAccumbens_L	789	95.9404	180.2459	133.2805	14.4932	
MNI_MNI.img	NucAccumbens_R	831	98.0736	178.2912	137.6575	15.9250	
MNI_MNI.img	RedNc_L	412	194.6828	221.3844	207.7602	5.3336	
MNI_MNI.img	RedNc_R	435	194.0049	223.9978	207.9781	6.0458	
MNI_MNI.img	Snigra_L	342	191.6113	227.7296	209.5075	6.3228	
MNI_MNI.img	Snigra_R	340	194.3260	230.6188	212.6490	6.0537	
MNI_MNI.img	Cerebellum_R	53703	34.6851	200.7781	119.4470	22.1953	
MNI_MNI.img	Cerebellum_L	53338	27.2264	206.1547	117.6806	22.9220	
MNI_MNI.img	CP_L	2774	146.3898	240.2272	200.5202	15.7077	
MNI_MNI.img	CP_R	2777	154.5463	239.4667	201.9366	14.3044	
MNI_MNI.img	Midbrain_L	2859	137.5950	237.7955	185.4688	15.6971	
MNI_MNI.img	Midbrain_R	2911	114.2911	229.2710	182.6434	18.1636	
MNI_MNI.img	CST_L	1498	175.6637	221.9301	199.6183	7.2718	
MNI_MNI.img	CST_R	1482	181.1264	223.0294	199.1991	6.0209	
MNI_MNI.img	SCP_L	1024	117.8534	222.6904	181.1764	18.1410	
MNI_MNI.img	SCP_R	1107	135.8080	224.4819	186.9726	16.5956	
MNI_MNI.img	MCP_L	3312	142.2053	223.2081	192.4318	12.3426	
MNI_MNI.img	MCP_R	3418	131.4963	224.9520	191.8686	12.7312	
MNI_MNI.img	PCT_L	1062	177.2479	226.7942	203.4097	7.6498	
MNI_MNI.img	PCT_R	916	184.5693	226.2758	203.1292	7.6324	
MNI_MNI.img	Medulla_L	2842	0.0000e+00	228.1530	181.4304	26.4656	
MNI_MNI.img	Medulla_R	2723	0.0000e+00	229.5041	178.3971	28.2473	
MNI_MNI.img	ML_L	1629	158.5851	234.8886	195.4244	9.6616	
MNI_MNI.img	ML_R	1754	158.8093	225.8019	196.3349	9.0904	
MNI_MNI.img	Pons_L	389	156.5096	221.2740	193.1270	11.5511	
MNI_MNI.img	Pons_R	802	137.3715	230.9890	182.3858	12.3059	
MNI_MNI.img	ACR_L	12467	158.4748	218.2799	196.7828	6.3220	
MNI_MNI.img	ACR_R	14070	176.4716	222.0766	197.3474	5.4518	
MNI_MNI.img	SCR_L	18232	176.4608	221.7358	198.0086	5.3203	
MNI_MNI.img	SCR_R	16131	131.3946	218.7373	197.6978	5.3280	
MNI_MNI.img	PCR_L	6997	184.4529	216.1877	198.5389	4.5232	
MNI_MNI.img	PCR_R	5694	180.0190	220.4455	198.4549	4.7907	
MNI_MNI.img	GCC_L	3081	140.6253	219.7576	194.4876	9.8296	
MNI_MNI.img	GCC_R	3562	142.6389	221.1714	194.7681	9.6397	
MNI_MNI.img	BCC_L	4242	134.8748	219.8476	191.2518	13.1137	
MNI_MNI.img	BCC_R	4672	115.4539	224.1434	189.9268	15.8040	
MNI_MNI.img	SCC_L	6655	134.1825	232.0263	195.0570	11.0283	
MNI_MNI.img	SCC_R	6853	131.4003	236.3827	195.3442	12.1311	
MNI_MNI.img	PVWl_L	343	102.6361	191.7941	156.1025	22.8842	
MNI_MNI.img	PVWl_R	284	101.3977	190.9192	151.2973	23.5134	
MNI_MNI.img	ALIC_L	2244	158.3072	226.8414	194.5368	10.7707	
MNI_MNI.img	ALIC_R	2398	164.7692	227.2301	197.6016	11.3826	
MNI_MNI.img	PLIC_L	3472	170.1957	232.3156	199.3998	9.4458	
MNI_MNI.img	PLIC_R	3543	166.0108	227.7857	200.4003	8.1013	
MNI_MNI.img	RLIC_L	3182	176.3385	227.1641	201.3705	8.1144	
MNI_MNI.img	RLIC_R	3381	178.7046	229.1790	203.0617	7.4889	
MNI_MNI.img	EC_L	3435	124.5896	209.0126	171.4768	13.0165	
MNI_MNI.img	EC_R	3321	145.6634	220.5899	179.6838	13.0135	
MNI_MNI.img	CGC_L	3954	143.8308	215.4048	186.5494	13.8110	
MNI_MNI.img	CGC_R	3955	139.9023	214.6335	185.5235	13.8255	
MNI_MNI.img	CGH_L	1506	135.0990	219.6610	184.7589	14.6706	
MNI_MNI.img	CGH_R	1556	137.6511	219.0747	185.7276	15.1633	
MNI_MNI.img	Fx/ST_L	1431	111.3189	229.6419	182.8576	18.4135	
MNI_MNI.img	Fx/ST_R	1486	87.0596	223.6880	181.1141	19.6369	
MNI_MNI.img	Fx_L	886	64.4337	233.1417	139.1006	30.3414	
MNI_MNI.img	Fx_R	1103	46.5534	202.8103	137.4291	26.6478	
MNI_MNI.img	IFO_L	1849	111.1960	212.7906	175.4007	14.4827	
MNI_MNI.img	IFO_R	1818	137.4136	226.6157	179.0419	14.2205	
MNI_MNI.img	PTR_L	9144	168.0408	224.2399	199.0101	7.3976	
MNI_MNI.img	PTR_R	6018	156.8903	218.8851	197.7551	8.1156	
MNI_MNI.img	SS_L	3452	155.5196	221.0057	194.8346	9.4530	
MNI_MNI.img	SS_R	4300	154.0166	221.3991	197.7104	10.0081	
MNI_MNI.img	SFO_L	430	166.4597	227.1068	201.1485	14.1457	
MNI_MNI.img	SFO_R	298	167.0659	223.4501	195.2757	14.0220	
MNI_MNI.img	SLF_L	7957	177.1984	218.3205	198.3094	5.7651	
MNI_MNI.img	SLF_R	9060	175.0693	222.3034	198.4316	5.3037	
MNI_MNI.img	Cl_L	410	99.4832	171.2207	135.8373	14.8107	
MNI_MNI.img	Cl_R	535	96.5487	174.8999	136.1582	14.9755	
MNI_MNI.img	Mammillary_R	121	93.2617	184.5135	145.6436	17.2260	
MNI_MNI.img	Mammillary_L	148	110.5381	195.7014	152.3562	17.7082	
MNI_MNI.img	LV_Frontal_L	6460	10.9521	145.3645	51.0372	29.6752	
MNI_MNI.img	LV_body_L	2582	12.5804	152.6241	54.5511	31.1799	
MNI_MNI.img	LV_atrium_L	2004	12.2168	153.1475	49.4652	30.8510	
MNI_MNI.img	LV_Occipital_L	240	26.2415	172.8004	106.9059	38.0609	
MNI_MNI.img	LV_Inferior_L	1505	23.8797	173.4917	89.8570	28.7382	
MNI_MNI.img	LV_Frontal_R	7107	9.0898	145.7643	47.2775	32.2772	
MNI_MNI.img	LV_body_R	3490	10.1654	149.6536	46.5400	29.2952	
MNI_MNI.img	LV_atrium_R	2412	8.4701	145.8300	46.0463	30.2733	
MNI_MNI.img	LV_Occipital_R	223	72.8533	173.5771	134.1005	21.7289	
MNI_MNI.img	LV_Inferior_R	1512	24.0191	164.1162	87.8400	27.7291	
MNI_MNI.img	III_and_IV_ventricle	6646	12.3180	166.7560	74.2395	36.4397	
MNI_MNI.img	PVWa_L	1218	77.3622	192.9909	157.0290	25.3422	
MNI_MNI.img	PVWa_R	1038	83.6233	224.4420	157.7367	26.1154	
MNI_MNI.img	PVWp_L	604	81.9478	193.7005	146.8871	22.6448	
MNI_MNI.img	PVWp_R	750	84.2064	198.0899	145.9551	23.9788	
MNI_MNI.img	L_L	4811	128.5562	208.8271	177.1221	16.2028	
MNI_MNI.img	L_R	4429	127.7793	214.6009	176.0228	17.1784	
MNI_MNI.img	CerebellumWM_R	13220	140.3203	233.6139	190.6056	14.3634	
MNI_MNI.img	CerebellumWM_L	13039	134.8904	232.2592	189.8138	14.8178	
MNI_MNI.img	FrontSul_L	22292	12.8375	104.2812	57.5855	17.2906	
MNI_MNI.img	FrontSul_R	17972	14.2126	106.3459	59.8886	17.3036	
MNI_MNI.img	CentralSul_L	3401	14.0736	105.1436	54.8398	18.3776	
MNI_MNI.img	CentralSul_R	3380	15.0558	107.0103	50.5481	18.9602	
MNI_MNI.img	SylAntInsularSul_L	4584	13.7006	107.1800	59.1319	17.5338	
MNI_MNI.img	SylAntInsularSul_R	5140	12.0176	110.5136	60.9502	19.7063	
MNI_MNI.img	SylPostInsularSul_L	5671	13.7634	112.0501	58.6797	17.7976	
MNI_MNI.img	SylPostInsularSul_R	5223	12.0048	100.7810	58.7344	18.3454	
MNI_MNI.img	SylExtSMG_L	496	24.9836	93.7161	64.4418	13.5570	
MNI_MNI.img	SylExtSMG_R	563	18.0177	94.7942	55.1639	18.2123	
MNI_MNI.img	ParietSul_L	12238	14.1575	108.1565	56.5426	17.8128	
MNI_MNI.img	ParietSul_R	11613	14.1587	105.8832	53.2618	18.5887	
MNI_MNI.img	CinguSul_L	6578	14.8574	97.3724	57.6963	17.4547	
MNI_MNI.img	CinguSul_R	6414	12.1686	99.3531	59.4900	16.0341	
MNI_MNI.img	OcciptSul_L	4192	21.9664	102.4500	61.7441	14.4818	
MNI_MNI.img	OcciptSul_R	3673	20.1084	104.0149	60.0379	14.3944	
MNI_MNI.img	TempSul_L	3359	19.3084	95.6584	64.8877	12.6990	
MNI_MNI.img	TempSul_R	2616	21.3322	94.5138	62.4849	14.2781	
MNI_MNI.img	Caudate_tail_L	465	92.7292	179.1954	136.8982	17.6876	
MNI_MNI.img	Caudate_tail_R	552	84.4511	181.6313	137.2575	17.4318	
MNI_MNI.img	Chroid_LVetc_L	195	93.3765	154.3664	127.7102	15.1520	
MNI_MNI.img	Chroid_LVetc_R	247	78.3416	162.4987	120.6877	16.3022	

