Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
MNI.img	BasalForebrain_R	1998	63.0000	421.0000	310.0305	63.0328	
MNI.img	NucAccumbens_L	789	173.0000	342.0000	250.6755	28.7022	
MNI.img	NucAccumbens_R	831	182.0000	365.0000	252.4043	32.4375	
MNI.img	RedNc_L	412	329.0000	401.0000	368.1966	11.8366	
MNI.img	RedNc_R	435	321.0000	405.0000	369.1678	14.7421	
MNI.img	Snigra_L	369	338.0000	413.0000	382.7805	14.6581	
MNI.img	Snigra_R	375	345.0000	433.0000	389.3893	14.6327	
MNI.img	Cerebellum_R	56316	40.0000	382.0000	220.2073	44.0387	
MNI.img	Cerebellum_L	55304	36.0000	362.0000	206.3867	42.7741	
MNI.img	CP_L	2839	230.0000	467.0000	361.7640	32.3295	
MNI.img	CP_R	2992	200.0000	465.0000	365.7657	32.0726	
MNI.img	Midbrain_L	2962	216.0000	444.0000	326.1340	32.1929	
MNI.img	Midbrain_R	3079	172.0000	415.0000	321.2748	36.9372	
MNI.img	CST_L	1546	268.0000	378.0000	326.9088	15.0708	
MNI.img	CST_R	1517	284.0000	383.0000	327.0336	14.6368	
MNI.img	SCP_L	1024	174.0000	383.0000	296.7686	32.1290	
MNI.img	SCP_R	1107	194.0000	383.0000	312.2710	31.5233	
MNI.img	MCP_L	3495	173.0000	384.0000	317.7565	24.0310	
MNI.img	MCP_R	3719	143.0000	390.0000	321.5077	27.3665	
MNI.img	PCT_L	1062	275.0000	377.0000	329.0518	15.2837	
MNI.img	PCT_R	916	286.0000	382.0000	331.0862	15.9800	
MNI.img	Medulla_L	2932	0.0000e+00	382.0000	288.3322	44.1500	
MNI.img	Medulla_R	2797	0.0000e+00	389.0000	293.9088	43.7474	
MNI.img	ML_L	1655	247.0000	390.0000	314.4344	17.5376	
MNI.img	ML_R	1783	229.0000	389.0000	320.1318	18.8314	
MNI.img	Pons_L	389	240.0000	363.0000	311.5244	20.8813	
MNI.img	Pons_R	843	173.0000	391.0000	291.0344	24.5451	
MNI.img	ACR_L	12767	300.0000	434.0000	377.5709	15.8711	
MNI.img	ACR_R	15374	319.0000	443.0000	383.2793	15.5824	
MNI.img	SCR_L	19200	314.0000	419.0000	370.5829	13.4639	
MNI.img	SCR_R	17240	215.0000	435.0000	378.8867	13.6234	
MNI.img	PCR_L	7334	327.0000	419.0000	371.2048	11.7357	
MNI.img	PCR_R	6013	331.0000	435.0000	389.4959	12.9591	
MNI.img	GCC_L	3176	268.0000	463.0000	398.8086	22.7113	
MNI.img	GCC_R	3681	248.0000	474.0000	402.1462	25.3540	
MNI.img	BCC_L	4325	245.0000	450.0000	380.7313	28.4287	
MNI.img	BCC_R	4802	189.0000	464.0000	381.0816	35.3347	
MNI.img	SCC_L	6827	223.0000	467.0000	386.9377	24.6685	
MNI.img	SCC_R	7105	243.0000	486.0000	397.0048	24.1747	
MNI.img	PVWl_L	343	125.0000	378.0000	269.5306	63.1176	
MNI.img	PVWl_R	284	129.0000	370.0000	255.1268	64.6507	
MNI.img	ALIC_L	2497	276.0000	453.0000	376.9319	25.0682	
MNI.img	ALIC_R	2524	289.0000	464.0000	380.3380	28.5777	
MNI.img	PLIC_L	3635	301.0000	444.0000	366.9766	20.7761	
MNI.img	PLIC_R	3897	298.0000	438.0000	374.3156	17.9050	
MNI.img	RLIC_L	3272	312.0000	447.0000	379.9945	19.8900	
MNI.img	RLIC_R	3401	318.0000	476.0000	400.9221	22.2612	
MNI.img	EC_L	3635	204.0000	397.0000	320.4740	29.7401	
MNI.img	EC_R	3864	218.0000	432.0000	340.5277	34.8627	
MNI.img	CGC_L	4285	221.0000	427.0000	363.7748	31.7733	
MNI.img	CGC_R	4320	237.0000	434.0000	363.6229	33.1073	
MNI.img	CGH_L	1537	203.0000	418.0000	345.8569	33.3266	
MNI.img	CGH_R	1634	216.0000	435.0000	357.7858	38.6203	
MNI.img	Fx/ST_L	1498	182.0000	448.0000	346.4005	41.5344	
MNI.img	Fx/ST_R	1614	68.0000	460.0000	352.5960	49.6111	
MNI.img	Fx_L	907	99.0000	467.0000	274.4432	64.7664	
MNI.img	Fx_R	1158	82.0000	420.0000	275.2927	61.0240	
MNI.img	IFO_L	1907	189.0000	410.0000	315.8584	32.3451	
MNI.img	IFO_R	1939	227.0000	445.0000	317.7091	34.1196	
MNI.img	PTR_L	9701	242.0000	445.0000	372.3757	20.7694	
MNI.img	PTR_R	6057	275.0000	465.0000	401.2297	23.8082	
MNI.img	SS_L	3598	234.0000	424.0000	362.1773	25.4540	
MNI.img	SS_R	4825	230.0000	476.0000	398.5227	27.5382	
MNI.img	SFO_L	452	305.0000	443.0000	385.8916	30.7923	
MNI.img	SFO_R	310	284.0000	446.0000	370.7774	35.1381	
MNI.img	SLF_L	8868	288.0000	419.0000	364.2173	14.0595	
MNI.img	SLF_R	9850	317.0000	448.0000	385.3908	14.2863	
MNI.img	Cl_L	428	162.0000	324.0000	233.1051	29.2839	
MNI.img	Cl_R	586	135.0000	339.0000	242.2304	33.7029	
MNI.img	Mammillary_R	145	105.0000	344.0000	248.5241	47.0344	
MNI.img	Mammillary_L	174	148.0000	392.0000	273.2816	46.0916	
MNI.img	LV_Frontal_L	6858	14.0000	365.0000	103.9310	65.8439	
MNI.img	LV_body_L	2582	16.0000	303.0000	97.8397	59.0305	
MNI.img	LV_atrium_L	2004	15.0000	327.0000	88.6612	64.1782	
MNI.img	LV_Occipital_L	245	34.0000	368.0000	172.3429	74.7065	
MNI.img	LV_Inferior_L	1567	27.0000	369.0000	155.2259	56.4981	
MNI.img	LV_Frontal_R	7522	14.0000	394.0000	94.7717	74.0332	
MNI.img	LV_body_R	3490	10.0000	318.0000	82.7278	55.1824	
MNI.img	LV_atrium_R	2412	15.0000	346.0000	88.7305	65.9825	
MNI.img	LV_Occipital_R	223	108.0000	398.0000	255.2018	61.5963	
MNI.img	LV_Inferior_R	1602	37.0000	382.0000	162.2566	62.4416	
MNI.img	III_and_IV_ventricle	6957	17.0000	368.0000	127.5982	70.4647	
MNI.img	PVWa_L	1254	123.0000	423.0000	309.0845	56.0006	
MNI.img	PVWa_R	1065	114.0000	439.0000	298.6432	69.5164	
MNI.img	PVWp_L	604	120.0000	409.0000	267.3808	51.5899	
MNI.img	PVWp_R	750	123.0000	426.0000	269.4827	57.8235	
MNI.img	L_L	5123	195.0000	412.0000	328.5278	40.4633	
MNI.img	L_R	4502	204.0000	454.0000	347.5737	44.1921	
MNI.img	CerebellumWM_R	13383	213.0000	437.0000	339.4152	26.2491	
MNI.img	CerebellumWM_L	13241	210.0000	391.0000	323.5409	24.1348	
MNI.img	FrontSul_L	23218	15.0000	196.0000	101.0726	35.4586	
MNI.img	FrontSul_R	18878	16.0000	216.0000	104.4094	36.3896	
MNI.img	CentralSul_L	3674	0.0000e+00	223.0000	93.1930	41.3404	
MNI.img	CentralSul_R	3584	0.0000e+00	232.0000	88.3039	43.6694	
MNI.img	SylAntInsularSul_L	4805	13.0000	198.0000	100.9834	36.4038	
MNI.img	SylAntInsularSul_R	5344	14.0000	225.0000	107.2683	41.9273	
MNI.img	SylPostInsularSul_L	5986	20.0000	244.0000	104.2618	38.6162	
MNI.img	SylPostInsularSul_R	5533	15.0000	234.0000	109.8059	43.8413	
MNI.img	SylExtSMG_L	508	26.0000	176.0000	109.5610	30.3959	
MNI.img	SylExtSMG_R	601	17.0000	211.0000	98.5491	42.5223	
MNI.img	ParietSul_L	13352	0.0000e+00	238.0000	96.4759	39.6630	
MNI.img	ParietSul_R	12286	12.0000	217.0000	94.8026	39.7135	
MNI.img	CinguSul_L	6788	17.0000	201.0000	108.2898	37.4607	
MNI.img	CinguSul_R	6588	15.0000	222.0000	109.0131	33.7699	
MNI.img	OcciptSul_L	4631	21.0000	229.0000	107.8616	34.2005	
MNI.img	OcciptSul_R	3952	25.0000	217.0000	109.4223	34.0725	
MNI.img	TempSul_L	3586	0.0000e+00	183.0000	111.6447	26.9749	
MNI.img	TempSul_R	2751	25.0000	210.0000	112.9357	34.2695	
MNI.img	Caudate_tail_L	489	146.0000	381.0000	242.1677	42.8046	
MNI.img	Caudate_tail_R	618	128.0000	431.0000	272.4207	49.2386	
MNI.img	Chroid_LVetc_L	195	178.0000	303.0000	246.1026	29.6451	
MNI.img	Chroid_LVetc_R	247	133.0000	312.0000	231.3279	32.8492	

